id,name,Class Nbr.,Class Name,spacegroup,spacegroupset,Locality Num
923,Cebaite-(Ce),5,Prismatic,11,C2/m ,11
924,Cebollite,0,Unknown,0,0,18
925,Čechite,8,Orthorhombic dipyramidal,0,0,8
926,Celadonite,5,Prismatic,11,C2/m ,417
927,Celestine,8,Orthorhombic dipyramidal,71,0,1543
928,Celsian,5,Prismatic,0,0,137
929,Cerianite-(Ce),32,Hexoctahedral,224,0,136
931,Cerite-(CeCa),11,Ditrigonal pyramidal,85,0,64
933,Ceruleite,5,Prismatic,0,0,22
934,Cerussite,8,Orthorhombic dipyramidal,0,0,5881
935,Cervandonite-(Ce),11,Ditrigonal pyramidal,86,0,6
936,Cervantite,6,Orthorhombic pyramidal,0,0,391
937,Cervelleite,5,Prismatic,0,0,70
938,Cesanite,14,Trigonal dipyramidal,100,0,8
939,Ces�rolite,0,Unknown,0,0,42
940,Cesbronite,8,Orthorhombic dipyramidal,50,Cmcm ,3
941,Cesplumtantite,0,Unknown,0,0,2
943,Cetineite,15,Hexagonal pyramidal,104,0,7
945,Chalcosiderite,2,Pinacoidal,2,0,89
946,Chlorophoenicite,5,Prismatic,11,C2/m ,5
947,Chalcophanite,10,Rhombohedral,80,R-3,235
949,Chalcomenite,7,Orthorhombic disphenoidal,44,P21 21 21,50
951,Chlorophaeite,0,Unknown,0,0,9
953,Chloroxiphite,5,Prismatic,15,0,10
954,Chalconatronite,5,Prismatic,0,0,27
955,Chalcopyrite,24,Tetragonal scalenohedral,141,0,31880
957,Chabournéite,1,Pedial,1,0,5
958,Chaidamuite,1,Pedial,1,0,2
959,Chalcanthite,2,Pinacoidal,2,0,1090
961,Chalcoalumite,4,Sphenoidal,9,0,115
962,Chalcocite,5,Prismatic,14,P21/c ,6735
963,Chalcocyanite,8,Orthorhombic dipyramidal,0,0,19
965,Chaméanite,0,Unknown,0,0,6
966,Chambersite,6,Orthorhombic pyramidal,29,0,13
967,Chamosite,5,Prismatic,11,C2/m ,786
968,Changbaiite,11,Ditrigonal pyramidal,86,0,6
969,Chantalite,23,Tetragonal dipyramidal,136,0,3
970,Chapmanite,3,Domatic,4,Cm ,37
971,Charlesite,11,Ditrigonal pyramidal,81,P3 1c,12
972,Charoite,5,Prismatic,15,0,14
973,Chatkalite,24,Tetragonal scalenohedral,151,0,10
974,Chayesite,20,Dihexagonal dipyramidal,123,P6/mcc ,7
975,Chrysotile,3,Domatic,3,Cc ,1179
978,Chalcothallite,27,Ditetragonal dipyramidal,176,I4/mmm ,4
979,Chalcophyllite,10,Rhombohedral,80,0,252
982,Chlorothionite,8,Orthorhombic dipyramidal,71,0,5
983,Chalcostibite,8,Orthorhombic dipyramidal,0,0,221
984,Chekhovichite,5,Prismatic,0,0,7
985,Chelkarite,8,Orthorhombic dipyramidal,61,Pbca ,1
986,Chenevixite,5,Prismatic,15,P21/m ,123
987,Chenite,2,Pinacoidal,2,0,54
989,Cheremnykhite,0,Unknown,0,0,2
990,Cherepanovite,8,Orthorhombic dipyramidal,71,Pnma ,26
991,Chernikovite,27,Ditetragonal dipyramidal,185,P4/nmm ,23
992,Chernovite-(Y),27,Ditetragonal dipyramidal,178,0,60
993,Chernykhite,0,Unknown,0,0,8
995,Chervetite,5,Prismatic,14,P21/a,8
996,Chessexite,0,Unknown,0,0,3
997,Chesterite,6,Orthorhombic pyramidal,0,0,10
998,Chestermanite,8,Orthorhombic dipyramidal,0,0,1
1002,Chiavennite,5,Prismatic,14,P21/c ,27
1003,Childrenite,6,Orthorhombic pyramidal,20,0,121
1004,Chiluite,0,Unknown,0,0,1
1006,Chiolite,27,Ditetragonal dipyramidal,182,0,6
1007,Chkalovite,6,Orthorhombic pyramidal,23,0,22
1008,Chladniite,10,Rhombohedral,80,R-3,7
1012,Chloraluminite,13,Hexagonal scalenohedral,98,R-3c ,10
1013,Chlorapatite,16,Hexagonal dipyramidal,108,P63/m,250
1014,Chlorargyrite,32,Hexoctahedral,224,0,1794
1015,Chlorellestadite,16,Hexagonal dipyramidal,108,0,6
1017,Chloritoid,5,Prismatic,10,C2/c ,465
1018,Chlormagaluminite,20,Dihexagonal dipyramidal,125,P63/mcm ,4
1019,Chlormanganokalite,13,Hexagonal scalenohedral,99,R-3m ,3
1020,Chlorocalcite,8,Orthorhombic dipyramidal,71,Pnma ,5
1022,Chloromagnesite,13,Hexagonal scalenohedral,99,R-3 2/m,6
1026,Choloalite,31,Gyroidal,217,P41 3 2,10
1027,Chondrodite,5,Prismatic,14,0,333
1028,Chrisstanleyite,5,Prismatic,14,P21/c ,7
1029,Christite,8,Orthorhombic dipyramidal,49,0,10
1030,Chromatite,27,Ditetragonal dipyramidal,178,0,9
1035,Chromferide,32,Hexoctahedral,227,Pm-3m,13
1036,Chromite,32,Hexoctahedral,222,Fd-3m,4544
1037,Chromium,32,Hexoctahedral,226,0,34
1039,Chrysoberyl,8,Orthorhombic dipyramidal,0,0,400
1040,Chrysocolla,0,Unknown,0,0,4170
1043,Chudobaite,2,Pinacoidal,2,0,6
1044,Chukhrovite-(Ce),0,Unknown,0,0,5
1045,Chukhrovite-(Y),29,Diploidal,200,Fd3 ,5
1047,Churchite-(Y),5,Prismatic,10,0,94
1048,Chursinite,5,Prismatic,14,0,4
1049,Chvaleticeite,5,Prismatic,10,C2/c ,5
1050,Chvilevaite,11,Ditrigonal pyramidal,86,0,1
1051,Cianciulliite,5,Prismatic,11,C2/m ,1
1052,Cinnabar,12,Trigonal trapezohedral,89,0,3004
1053,Cirrolite,0,Unknown,0,0,1
1055,Clinoclase,5,Prismatic,14,0,151
1056,Clairite,0,Unknown,0,0,10
1057,Claraite,2,Pinacoidal,2,0,55
1058,Claringbullite,20,Dihexagonal dipyramidal,126,0,18
1059,Clarkeite,13,Hexagonal scalenohedral,99,R-3m ,28
1060,Claudetite,5,Prismatic,0,0,46
1061,Clausthalite,32,Hexoctahedral,224,Fm3m ,384
1064,Cliffordite,29,Diploidal,204,0,4
1065,Clinoatacamite,5,Prismatic,0,0,65
1066,Clinobehoite,4,Sphenoidal,9,0,5
1067,Clinobisvanite,5,Prismatic,0,0,49
1070,Clinochlore,5,Prismatic,11,C2/m ,2270
1072,Clinoenstatite,5,Prismatic,14,P21/c ,109
1073,Clinoferrosilite,5,Prismatic,14,P21/c ,26
1075,Clinohedrite,3,Domatic,3,Cc ,9
1077,Clinohumite,5,Prismatic,14,P21/c ,301
1078,Clinojimthompsonite,5,Prismatic,10,C2/c ,4
1079,Clinokurchatovite,5,Prismatic,14,P21/b ,3
1081,Clinophosinaite,5,Prismatic,12,P2/c ,4
1083,Clinosafflorite,5,Prismatic,15,0,29
1084,Clinotobermorite,0,Unknown,0,0,6
1086,Clinoungemachite,5,Prismatic,0,0,1
1087,Clinozoisite,5,Prismatic,15,0,1323
1088,Clintonite,5,Prismatic,11,C2/m ,101
1091,Cobaltkoritnigite,2,Pinacoidal,2,P-1,36
1092,Cobaltomenite,5,Prismatic,0,0,17
1093,Cobaltite,6,Orthorhombic pyramidal,29,0,1223
1095,Coalingite,13,Hexagonal scalenohedral,99,R-3m ,34
1097,Cobaltpentlandite,32,Hexoctahedral,224,Fm3m ,105
1098,Cobaltzippeite,5,Prismatic,11,C2/m ,4
1099,Cobaltaustinite,7,Orthorhombic disphenoidal,44,P21 21 21,14
1100,Coccinite,27,Ditetragonal dipyramidal,193,P42/nmc ,4
1101,Cochromite,32,Hexoctahedral,222,0,4
1102,Coconinoite,0,Unknown,0,0,12
1104,Coesite,5,Prismatic,10,0,104
1106,Coffinite,27,Ditetragonal dipyramidal,178,I41/amd ,744
1107,Cohenite,8,Orthorhombic dipyramidal,0,0,101
1108,Colemanite,5,Prismatic,14,P21/a,161
1109,Collinsite,2,Pinacoidal,2,0,46
1110,Coloradoite,30,Hextetrahedral,208,0,227
1111,Colquiriite,0,Unknown,0,0,3
1113,Colusite,30,Hextetrahedral,212,P-4 3n,148
1114,Comancheite,0,Unknown,0,0,4
1115,Combeite,13,Hexagonal scalenohedral,99,R-3m ,6
1116,Comblainite,0,Unknown,0,0,5
1117,Compreignacite,8,Orthorhombic dipyramidal,73,0,39
1118,Congolite,11,Ditrigonal pyramidal,85,0,9
1119,Conichalcite,7,Orthorhombic disphenoidal,44,P21 21 21,462
1120,Connellite,17,Ditrigonal dipyramidal,109,P-62c,365
1121,Cookeite,5,Prismatic,0,0,225
1122,Coombsite,0,Unknown,0,0,6
1123,Cooperite,27,Ditetragonal dipyramidal,189,P42/mmc ,180
1124,Copiapite,2,Pinacoidal,2,0,462
1125,Coquandite,2,Pinacoidal,2,0,11
1126,Coquimbite,13,Hexagonal scalenohedral,94,0,162
1127,Corderoite,29,Diploidal,0,0,22
1128,Cordierite,8,Orthorhombic dipyramidal,48,Cccm ,1257
1129,Cordylite-(Ce),20,Dihexagonal dipyramidal,126,P63/mmc ,20
1130,Corkite,13,Hexagonal scalenohedral,99,0,192
1131,Cornetite,8,Orthorhombic dipyramidal,61,0,38
1132,Cornubite,2,Pinacoidal,2,P-1,137
1133,Cornwallite,5,Prismatic,14,P21/a,220
1134,Coronadite,5,Prismatic,0,0,298
1135,Corrensite,0,Unknown,0,0,84
1136,Corundum,13,Hexagonal scalenohedral,98,0,2200
1138,Corvusite,5,Prismatic,11,C2/m ,98
1139,Cosalite,8,Orthorhombic dipyramidal,0,0,431
1140,Costibite,6,Orthorhombic pyramidal,34,0,30
1141,Cotunnite,8,Orthorhombic dipyramidal,0,0,88
1142,Coulsonite,32,Hexoctahedral,222,0,19
1143,Cousinite,0,Unknown,0,0,1
1144,Covellite,20,Dihexagonal dipyramidal,126,0,5111
1145,Cowlesite,8,Orthorhombic dipyramidal,0,0,95
1146,Coyoteite,0,Unknown,0,0,1
1147,Crandallite,13,Hexagonal scalenohedral,99,R-3m ,383
1148,Crawfordite,4,Sphenoidal,9,P21 ,1
1149,Creaseyite,8,Orthorhombic dipyramidal,50,0,36
1150,Crednerite,5,Prismatic,11,C1 2/m 1,47
1151,Creedite,5,Prismatic,10,C2/c ,61
1153,Crichtonite,10,Rhombohedral,80,0,36
1154,Criddleite,0,Unknown,0,0,4
1155,Cristobalite,26,Tetragonal trapezohedral,167,0,596
1157,Crocoite,5,Prismatic,0,0,105
1158,Cronstedtite,11,Ditrigonal pyramidal,82,0,73
1159,Crookesite,0,Unknown,0,0,16
1161,Cryolite,5,Prismatic,0,0,69
1162,Cryolithionite,32,Hexoctahedral,225,0,5
1163,Cryptohalite,32,Hexoctahedral,224,0,18
1164,Cryptomelane,5,Prismatic,0,0,702
1167,Cualstibite,10,Rhombohedral,79,0,11
1168,Cubanite,8,Orthorhombic dipyramidal,0,0,980
1170,Cummingtonite,5,Prismatic,11,C2/m ,392
1171,Cupalite,0,Unknown,0,0,2
1172,Cuprite,32,Hexoctahedral,229,0,3484
1177,Cuprobismutite,5,Prismatic,11,C2/m ,56
1181,Cuprocopiapite,2,Pinacoidal,2,0,15
1186,Cuproiridsite,32,Hexoctahedral,222,Fd-3m,50
1187,Cupropavonite,5,Prismatic,11,C2/m ,28
1188,Cuprorhodsite,32,Hexoctahedral,222,Fd-3m,60
1189,Cuprorivaite,27,Ditetragonal dipyramidal,184,P4/ncc ,11
1191,Cuprosklodowskite,2,Pinacoidal,2,0,72
1192,Cuprospinel,32,Hexoctahedral,0,0,6
1193,Cuprostibite,27,Ditetragonal dipyramidal,185,P4/nmm ,20
1194,Cuprotungstite,26,Tetragonal trapezohedral,167,0,78
1195,Curetonite,5,Prismatic,0,0,1
1196,Curienite,8,Orthorhombic dipyramidal,0,0,16
1197,Curite,8,Orthorhombic dipyramidal,71,Pnma ,67
1198,Cuspidine,5,Prismatic,14,P21/a,98
1199,Cuzticite,0,Unknown,0,0,2
1200,Cyanochroite,5,Prismatic,14,P21/c ,9
1203,Cyanotrichite,5,Prismatic,11,C2/m ,235
1204,Cylindrite,2,Pinacoidal,2,0,27
1205,Cymrite,4,Sphenoidal,9,P21 ,58
1206,Cyrilovite,26,Tetragonal trapezohedral,167,0,72
1207,Chaoite,20,Dihexagonal dipyramidal,124,P6/mmm ,5
1208,Chengdeite,32,Hexoctahedral,0,0,9
1209,Copper,32,Hexoctahedral,224,0,4483
1210,Černýite,24,Tetragonal scalenohedral,142,0,10
1211,D'Ansite,30,Hextetrahedral,210,0,6
1213,Dadsonite,2,Pinacoidal,2,0,18
1214,Dalyite,2,Pinacoidal,2,0,23
1215,Damaraite,6,Orthorhombic pyramidal,32,0,3
1217,Danbaite,0,Unknown,0,0,2
1218,Danburite,8,Orthorhombic dipyramidal,0,0,179
1219,Danielsite,0,Unknown,0,0,5
1222,Daomanite,0,Unknown,0,0,6
1224,Daqingshanite-(Ce),0,Unknown,0,0,15
1225,Darapiosite,20,Dihexagonal dipyramidal,123,0,1
1226,Darapskite,5,Prismatic,15,P21/m ,31
1229,Daubréeite,27,Ditetragonal dipyramidal,185,0,16
1230,Daubréelite,32,Hexoctahedral,222,Fd-3m,173
1231,Davanite,0,Unknown,0,0,2
1233,Davidite-(Ce),10,Rhombohedral,80,0,13
1234,Davidite-(La),10,Rhombohedral,80,0,36
1237,Davreuxite,5,Prismatic,15,P21/m ,9
1238,Davyne,16,Hexagonal dipyramidal,108,0,27
1240,Dawsonite,8,Orthorhombic dipyramidal,57,0,123
1242,Deanesmithite,2,Pinacoidal,2,0,1
1245,Deerite,5,Prismatic,14,P21/a,32
1246,Defernite,8,Orthorhombic dipyramidal,71,0,2
1248,Delafossite,13,Hexagonal scalenohedral,99,R-3m ,186
1251,Delhayelite,0,Unknown,0,0,14
1252,Delindeite,5,Prismatic,11,C2/m ,5
1253,Dellaite,0,Unknown,0,0,8
1254,Deloryite,5,Prismatic,11,C2/m ,2
1255,Delrioite,0,Unknown,0,0,3
1257,Delvauxite,0,Unknown,0,0,52
1259,Demesmaekerite,2,Pinacoidal,2,0,3
1261,Denisovite,0,Unknown,0,0,3
1262,Denningite,27,Ditetragonal dipyramidal,191,P42/nbc ,3
1263,Derbylite,5,Prismatic,15,0,4
1264,Derriksite,0,Unknown,0,0,2
1265,Dervillite,5,Prismatic,12,P2/a,7
1266,Desautelsite,13,Hexagonal scalenohedral,0,0,9
1267,Descloizite,8,Orthorhombic dipyramidal,71,0,485
1269,Despujolsite,17,Ditrigonal dipyramidal,109,0,11
1270,Devilline,5,Prismatic,14,P21/c ,460
1273,Dewindtite,8,Orthorhombic dipyramidal,51,0,96
1276,Diaboleite,25,Ditetragonal pyramidal,163,0,70
1279,Diadochite,0,Unknown,0,0,90
1282,Diamond,32,Hexoctahedral,222,Fd-3m,899
1283,Diaoyudaoite,20,Dihexagonal dipyramidal,126,P63/mmc ,9
1284,Diaphorite,5,Prismatic,14,P21/a,166
1285,Diaspore,8,Orthorhombic dipyramidal,0,0,577
1286,Dickinsonite-(KMnNa),5,Prismatic,10,0,34
1287,Dickite,3,Domatic,3,0,805
1288,Dienerite,30,Hextetrahedral,209,I-4 3d,9
1289,Dietrichite,5,Prismatic,14,P1 21/c 1 ,23
1290,Dietzeite,5,Prismatic,14,0,6
1291,Digenite,13,Hexagonal scalenohedral,99,R-3 2/m,1280
1292,Dimorphite,8,Orthorhombic dipyramidal,71,Pnma ,9
1294,Diopside,5,Prismatic,10,C2/c ,5413
1295,Dioptase,10,Rhombohedral,80,0,198
1296,Dissakisite-(Ce),5,Prismatic,15,0,14
1297,Dittmarite,6,Orthorhombic pyramidal,34,0,11
1298,Dixenite,9,Trigonal pyramidal,78,0,1
1299,Djerfisherite,32,Hexoctahedral,227,Pm-3m,71
1300,Djurleite,5,Prismatic,0,0,365
1301,Dmisteinbergite,12,Trigonal trapezohedral,88,0,7
1302,Dolerophanite,5,Prismatic,11,C2/m ,13
1303,Dollaseite-(Ce),5,Prismatic,15,0,14
1304,Dolomite,10,Rhombohedral,80,R-3,11886
1305,Doloresite,5,Prismatic,11,C2/m ,32
1306,Domeykite,30,Hextetrahedral,209,0,86
1308,Donharrisite,5,Prismatic,11,C2/m ,4
1309,Donnayite-(Y),1,Pedial,1,0,15
1310,Donpeacorite,8,Orthorhombic dipyramidal,61,Pbca ,5
1311,Dorallcharite,13,Hexagonal scalenohedral,99,0,5
1312,Dorfmanite,8,Orthorhombic dipyramidal,61,0,12
1313,Dorrite,0,Unknown,0,0,16
1314,Douglasite,5,Prismatic,0,0,5
1315,Downeyite,27,Ditetragonal dipyramidal,187,P42/mbc ,3
1316,Doyleite,2,Pinacoidal,2,0,20
1317,Dozyite,0,Unknown,0,0,4
1318,Dravite,11,Ditrigonal pyramidal,86,0,846
1319,Dresserite,8,Orthorhombic dipyramidal,0,0,1
1320,Dreyerite,27,Ditetragonal dipyramidal,178,0,4
1321,Drugmanite,5,Prismatic,14,P21/a,5
1322,Drysdallite,20,Dihexagonal dipyramidal,126,P63/mmc ,2
1323,Dufrénite,5,Prismatic,10,C2/c ,171
1324,Dufrénoysite,4,Sphenoidal,9,0,39
1325,Duftite,7,Orthorhombic disphenoidal,44,0,273
1326,Dugganite,12,Trigonal trapezohedral,90,0,23
1328,Dumontite,5,Prismatic,15,0,26
1329,Dumortierite,8,Orthorhombic dipyramidal,0,0,289
1330,Dundasite,8,Orthorhombic dipyramidal,0,0,121
1332,Durangite,5,Prismatic,10,C2/c ,13
1333,Duranusite,8,Orthorhombic dipyramidal,70,0,13
1334,Dussertite,13,Hexagonal scalenohedral,99,0,40
1335,Duttonite,5,Prismatic,0,0,10
1336,Dwornikite,5,Prismatic,10,0,3
1338,Dypingite,0,Unknown,0,0,66
1339,Dzhalindite,29,Diploidal,203,Im3 ,19
1340,Datolite,5,Prismatic,14,0,593
1341,Danalite,30,Hextetrahedral,212,0,85
1342,Dyscrasite,6,Orthorhombic pyramidal,33,0,237
1343,Eakerite,5,Prismatic,14,P21/a,3
1344,Earlandite,0,Unknown,0,0,1
1345,Earlshannonite,5,Prismatic,14,P21/c ,17
1346,Ecandrewsite,10,Rhombohedral,80,0,17
1348,Eckermannite,5,Prismatic,11,C2/m ,51
1349,Eclarite,8,Orthorhombic dipyramidal,71,Pnma ,18
1350,Edenharterite,6,Orthorhombic pyramidal,23,0,1
1351,Edenite,5,Prismatic,11,C2/m ,217
1352,Edgarbaileyite,0,Unknown,0,0,7
1353,Edingtonite,7,Orthorhombic disphenoidal,44,0,34
1354,Edoylerite,5,Prismatic,14,P21/c ,1
1355,Efremovite,28,Tetartoidal,198,0,17
1356,Eggletonite,0,Unknown,0,0,6
1357,Eglestonite,32,Hexoctahedral,225,0,41
1358,Ehrleite,2,Pinacoidal,2,0,1
1359,Eifelite,20,Dihexagonal dipyramidal,123,0,2
1360,Eitelite,10,Rhombohedral,80,0,33
1361,Ekanite,26,Tetragonal trapezohedral,166,0,27
1362,Ekaterinite,15,Hexagonal pyramidal,101,0,1
1363,Ecdemite,4,Sphenoidal,9,P21 ,20
1364,Elbaite,11,Ditrigonal pyramidal,86,0,653
1366,Ellenbergerite,15,Hexagonal pyramidal,104,0,3
1368,Ellisite,11,Ditrigonal pyramidal,86,0,2
1369,Elpasolite,29,Diploidal,204,0,20
1370,Elpidite,0,Unknown,0,0,68
1371,Elyite,5,Prismatic,14,P21/c ,98
1373,Embreyite,5,Prismatic,11,C2/m ,8
1374,Emeleusite,8,Orthorhombic dipyramidal,0,0,1
1377,Emmonsite,2,Pinacoidal,2,0,46
1378,Emplectite,8,Orthorhombic dipyramidal,70,Pmna ,310
1379,Empressite,8,Orthorhombic dipyramidal,0,0,57
1380,Enargite,6,Orthorhombic pyramidal,34,0,1119
1383,Englishite,5,Prismatic,0,0,7
1384,Enstatite,8,Orthorhombic dipyramidal,61,0,1210
1386,Eosphorite,8,Orthorhombic dipyramidal,49,Cmca ,159
1387,Ephesite,1,Pedial,1,0,24
1388,Epididymite,8,Orthorhombic dipyramidal,71,0,80
1389,Epidote,5,Prismatic,15,0,10171
1391,Epistilbite,0,Unknown,0,0,167
1392,Epistolite,2,Pinacoidal,2,0,23
1393,Epsomite,7,Orthorhombic disphenoidal,44,0,591
1394,Erdite,5,Prismatic,10,C2/c ,6
1396,Ericaite,6,Orthorhombic pyramidal,29,0,9
1397,Ericssonite,5,Prismatic,11,C2/m ,4
1398,Eriochalcite,8,Orthorhombic dipyramidal,70,Pmna ,20
1400,Erlianite,0,Unknown,0,0,1
1401,Erlichmanite,29,Diploidal,204,Pa3 ,157
1402,Ernienickelite,9,Trigonal pyramidal,78,0,6
1403,Erniggliite,10,Rhombohedral,79,0,1
1404,Ernstite,0,Unknown,0,0,15
1405,Ershovite,2,Pinacoidal,2,0,3
1406,Ertixiite,0,Unknown,0,0,1
1407,Erythrite,5,Prismatic,11,C2/m ,967
1408,Erythrosiderite,8,Orthorhombic dipyramidal,71,0,13
1409,Eskebornite,24,Tetragonal scalenohedral,147,0,35
1410,Eskimoite,0,Unknown,0,0,24
1411,Eskolaite,13,Hexagonal scalenohedral,98,R-3c ,40
1412,Esperite,5,Prismatic,14,0,5
1413,Esseneite,5,Prismatic,10,C2/c ,24
1414,Ettringite,11,Ditrigonal pyramidal,81,0,128
1415,Eucairite,0,Unknown,0,0,65
1416,Euchlorine,5,Prismatic,0,0,15
1417,Euchroite,7,Orthorhombic disphenoidal,44,0,34
1418,Euclase,5,Prismatic,14,0,153
1419,Eucryptite,10,Rhombohedral,80,R-3,44
1420,Eudialyte,13,Hexagonal scalenohedral,99,0,276
1421,Eudidymite,5,Prismatic,10,0,50
1422,Eugenite,30,Hextetrahedral,210,0,29
1423,Eugsterite,0,Unknown,0,0,42
1424,Eulytine,30,Hextetrahedral,209,0,91
1425,Euxenite-(Y),8,Orthorhombic dipyramidal,63,Pbcn ,658
1426,Evansite,0,Unknown,0,0,69
1427,Eveite,8,Orthorhombic dipyramidal,73,Pnnm ,4
1428,Evenkite,8,Orthorhombic dipyramidal,62,0,9
1429,Ewaldite,18,Dihexagonal pyramidal,114,0,9
1430,Eylettersite,13,Hexagonal scalenohedral,99,R-3m ,3
1431,Ezcurrite,2,Pinacoidal,2,0,2
1432,Eztlite,3,Domatic,4,Cm ,5
1433,Fabianite,5,Prismatic,14,P21/a,1
1435,Faheyite,12,Trigonal trapezohedral,89,0,3
1436,Fahleite,0,Unknown,0,0,1
1439,Fairbankite,1,Pedial,1,0,4
1442,Fairchildite,20,Dihexagonal dipyramidal,126,0,15
1443,Fairfieldite,2,Pinacoidal,2,P-1,88
1444,Falcondoite,0,Unknown,0,0,7
1446,Falkmanite,0,Unknown,0,0,20
1451,Famatinite,24,Tetragonal scalenohedral,142,0,220
1452,Fangite,8,Orthorhombic dipyramidal,71,Pnma ,5
1456,Farringtonite,5,Prismatic,0,0,10
1458,Fayalite,8,Orthorhombic dipyramidal,0,0,562
1459,Axinite-(Fe),2,Pinacoidal,2,0,304
1463,Clinofergusonite-(Y),5,Prismatic,0,0,21
1464,Ferro-anthophyllite,8,Orthorhombic dipyramidal,71,0,6
1466,Clinofergusonite-(Nd),0,Unknown,0,0,1
1467,Fedorite,2,Pinacoidal,2,P-1,10
1468,Fedorovskite,8,Orthorhombic dipyramidal,59,0,2
1469,Fedotovite,5,Prismatic,10,0,7
1472,Ferro-edenite,5,Prismatic,11,C2/m ,78
1473,Feitknechtite,13,Hexagonal scalenohedral,97,P-3m1 ,21
1474,Felsőbányaite,4,Sphenoidal,9,0,86
1475,Fenaksite,2,Pinacoidal,2,0,8
1476,Ferberite,5,Prismatic,12,0,640
1477,Ferchromide,32,Hexoctahedral,227,Pm-3m,5
1478,Fergusonite-(Ce),0,Unknown,0,0,25
1480,Fergusonite-(Y),23,Tetragonal dipyramidal,136,0,226
1481,Clinofergusonite-(Ce),5,Prismatic,11,C2/m ,4
1483,Fernandinite,5,Prismatic,11,C2/m ,11
1484,Feroxyhyte,0,Unknown,0,0,32
1485,Ferrarisite,2,Pinacoidal,2,P-1,16
1490,Ferricopiapite,2,Pinacoidal,2,0,60
1493,Ferrihydrite,0,Unknown,0,0,119
1494,Ferro-ferri-katophorite,5,Prismatic,11,C2/m ,10
1495,Ferrilotharmeyerite,5,Prismatic,11,C2/m ,9
1496,Ferrimolybdite,8,Orthorhombic dipyramidal,69,0,398
1497,Ferrinatrite,10,Rhombohedral,79,0,31
1498,Ferripyrophyllite,5,Prismatic,0,0,12
1500,Ferristrunzite,0,Unknown,0,0,15
1501,Ferrisurite,0,Unknown,0,0,7
1502,Ferrisymplesite,0,Unknown,0,0,24
1505,Ferro-actinolite,5,Prismatic,11,C2/m ,168
1507,Ferroalluaudite,5,Prismatic,10,C2/c ,16
1511,Ferrobustamite,2,Pinacoidal,0,0,26
1512,Ferrocarpholite,8,Orthorhombic dipyramidal,47,0,28
1514,Columbite-(Fe),8,Orthorhombic dipyramidal,63,0,614
1515,Ferro-gedrite,8,Orthorhombic dipyramidal,71,Pnma ,15
1516,Ferro-glaucophane,5,Prismatic,11,C2/m ,33
1517,Ferrohexahydrite,5,Prismatic,10,C2/c ,27
1519,Ferro-hornblende,5,Prismatic,11,C2/m ,313
1522,Ferrokësterite,21,Tetragonal disphenoidal,127,0,19
1523,Ferronickelplatinum,0,Unknown,0,0,28
1524,Ferro-pargasite,5,Prismatic,11,C2/m ,84
1525,Pyrosmalite-(Fe),13,Hexagonal scalenohedral,97,0,45
1526,Ferro-richterite,5,Prismatic,11,C2/m ,58
1527,Ferroselite,8,Orthorhombic dipyramidal,73,Pnnm ,67
1528,Ferrosilite,8,Orthorhombic dipyramidal,61,0,112
1529,Ferrostrunzite,0,Unknown,0,0,24
1530,Tantalite-(Fe),8,Orthorhombic dipyramidal,63,0,124
1531,Tapiolite-(Fe),27,Ditetragonal dipyramidal,190,0,99
1532,Ferro-tschermakite,5,Prismatic,11,C2/m ,37
1533,Ferrotychite,29,Diploidal,200,Fd3 ,2
1535,Ferrowodginite,5,Prismatic,10,C2/c ,24
1536,Ferrowyllieite,5,Prismatic,14,0,8
1537,Ferruccite,8,Orthorhombic dipyramidal,50,Cmcm ,3
1538,Fersmanite,0,Unknown,0,0,15
1539,Fersmite,8,Orthorhombic dipyramidal,63,0,125
1540,Feruvite,11,Ditrigonal pyramidal,86,R3m,22
1541,Fervanite,0,Unknown,0,0,13
1542,Fetiasite,5,Prismatic,15,P21/m ,4
1543,Fettelite,4,Sphenoidal,7,C2 ,8
1544,Fibroferrite,10,Rhombohedral,80,0,133
1545,Fichtelite,4,Sphenoidal,9,P21 ,6
1547,Fiedlerite,5,Prismatic,0,0,18
1548,Filipstadite,0,Unknown,0,0,5
1549,Fillowite,10,Rhombohedral,80,R-3,18
1550,Fingerite,2,Pinacoidal,2,0,2
1551,Finnemanite,16,Hexagonal dipyramidal,108,0,9
1552,Fischesserite,31,Gyroidal,215,0,35
1554,Fizélyite,5,Prismatic,0,0,66
1555,Flagstaffite,6,Orthorhombic pyramidal,23,0,1
1556,Fleischerite,20,Dihexagonal dipyramidal,126,P63/mmc ,2
1557,Fletcherite,32,Hexoctahedral,222,0,20
1558,Flinkite,8,Orthorhombic dipyramidal,71,0,6
1559,Fülöppite,5,Prismatic,10,C2/c ,68
1560,Florencite-(Ce),13,Hexagonal scalenohedral,99,R-3m ,98
1561,Florencite-(La),13,Hexagonal scalenohedral,99,R-3m ,13
1562,Florencite-(Nd),13,Hexagonal scalenohedral,99,R-3m ,6
1563,Florensovite,32,Hexoctahedral,0,0,1
1564,Fluckite,2,Pinacoidal,2,P-1,6
1565,Fluellite,8,Orthorhombic dipyramidal,53,0,50
1566,Fluoborite,16,Hexagonal dipyramidal,108,0,65
1567,Fluocerite-(Ce),13,Hexagonal scalenohedral,96,0,51
1568,Fluocerite-(La),13,Hexagonal scalenohedral,96,0,5
1572,Fluorapatite,16,Hexagonal dipyramidal,108,P63/m,3477
